   2.6000000000000009E-002     2068320        3776
   4.5999999999999992E-002     1890136        3608
   6.6000000000000017E-002     1580672        3440
   8.6000000000000049E-002     1690925        3488
  0.13000000000000012          1699320        3176
  0.23000000000000018          1446512        2896
  0.33000000000000029          1225456        2808
  0.43000000000000038          1178451        2688
  0.53000000000000003          1086692        2640
  0.62999999999999967          1152366        2648
  0.72999999999999932          1080634        2504
  0.82999999999999885          1045708        2504
  0.92999999999999849          1104175        2496
   1.0299999999999980          1040586        2456
   1.1299999999999977           984120        2440
   1.2299999999999973          1013924        2416
   1.3299999999999970           929402        2336
   1.4299999999999966           959988        2408
   1.5299999999999960           986800        2448
   1.6299999999999957           865924        2304
   1.7299999999999953           983886        2464
   1.8179999999999954           898498        2368
   1.8579999999999952           958440        2392
   1.8979999999999950           977098        2408
   1.9379999999999948           850296        2320
   1.9779999999999947           892104        2400
   2.0179999999999945          1010360        2456
   2.0579999999999945           920198        2368
   2.0979999999999941           943652        2400
   2.1379999999999941           919618        2408
   2.1779999999999942           960311        2424
   2.2819999999999934           962650        2368
   2.4819999999999927           899235        2352
   2.6819999999999919           874963        2360
   2.8819999999999912           871298        2384
   3.4019999999999908           934364        2424
   4.4019999999999904           970002        2496
   5.4019999999999904          1027314        2472
   6.4019999999999904          1019670        2520
   7.4019999999999904          1097094        2632
   8.4019999999999904          1093576        2672
   9.4019999999999904          1179692        2760
   10.401999999999990          1175881        2728
   11.401999999999990          1141632        2712
   12.401999999999990          1204534        2784
   13.401999999999990          1162608        2784
   14.401999999999989          1243589        2880
   15.401999999999989          1207956        2888
   16.401999999999990          1355722        2984
   17.401999999999990          1328962        2928
   18.401999999999990          1280566        2992
   19.401999999999990          1400434        3016
   20.401999999999990          1379028        3008
   21.401999999999990          1293988        3024
   22.401999999999990          1352526        3016
   23.401999999999990          1463620        3104
   24.401999999999990          1448244        3104
   25.401999999999990          1359326        3024
   26.401999999999990          1363525        3048
   27.401999999999990          1446527        3104
   28.401999999999990          1468708        3160
   29.401999999999990          1491856        3216
   30.401999999999990          1258975        3120
