 0.10000000E-01 0.18072667E+00 0.18072667E+00 0.18072667E+00 0.18072667E+00
 0.12000000E-01 0.18072648E+00 0.18072648E+00 0.18072648E+00 0.18072648E+00
 0.14000000E-01 0.18072627E+00 0.18072627E+00 0.18072627E+00 0.18072627E+00
 0.16000000E-01 0.18072602E+00 0.18072602E+00 0.18072602E+00 0.18072602E+00
 0.18000000E-01 0.18072575E+00 0.18072575E+00 0.18072575E+00 0.18072575E+00
 0.20000000E-01 0.18072546E+00 0.18072546E+00 0.18072546E+00 0.18072546E+00
 0.22000000E-01 0.18072504E+00 0.18072504E+00 0.18072504E+00 0.18072504E+00
 0.24000000E-01 0.18072466E+00 0.18072466E+00 0.18072466E+00 0.18072466E+00
 0.26000000E-01 0.18072435E+00 0.18072435E+00 0.18072435E+00 0.18072435E+00
 0.28000000E-01 0.18072378E+00 0.18072378E+00 0.18072378E+00 0.18072378E+00
 0.30000000E-01 0.18072334E+00 0.18072334E+00 0.18072334E+00 0.18072334E+00
 0.32000000E-01 0.18072258E+00 0.18072258E+00 0.18072258E+00 0.18072258E+00
 0.34000000E-01 0.18072204E+00 0.18072204E+00 0.18072204E+00 0.18072204E+00
 0.36000000E-01 0.18072133E+00 0.18072133E+00 0.18072133E+00 0.18072133E+00
 0.38000000E-01 0.18072065E+00 0.18072065E+00 0.18072065E+00 0.18072065E+00
 0.40000000E-01 0.18071997E+00 0.18071997E+00 0.18071997E+00 0.18071997E+00
 0.42000000E-01 0.18071926E+00 0.18071926E+00 0.18071926E+00 0.18071926E+00
 0.44000000E-01 0.18071854E+00 0.18071854E+00 0.18071854E+00 0.18071854E+00
 0.46000000E-01 0.18071771E+00 0.18071771E+00 0.18071771E+00 0.18071771E+00
 0.48000000E-01 0.18071694E+00 0.18071694E+00 0.18071694E+00 0.18071694E+00
 0.50000000E-01 0.18071611E+00 0.18071611E+00 0.18071611E+00 0.18071611E+00
 0.52000000E-01 0.18071515E+00 0.18071515E+00 0.18071515E+00 0.18071515E+00
 0.54000000E-01 0.18071409E+00 0.18071409E+00 0.18071409E+00 0.18071409E+00
 0.56000000E-01 0.18071326E+00 0.18071326E+00 0.18071326E+00 0.18071326E+00
 0.58000000E-01 0.18072192E+00 0.18072192E+00 0.18072192E+00 0.18072192E+00
 0.60000000E-01 0.18071125E+00 0.18071125E+00 0.18071125E+00 0.18071125E+00
 0.62000000E-01 0.18071020E+00 0.18071020E+00 0.18071020E+00 0.18071020E+00
 0.64000000E-01 0.18070920E+00 0.18070920E+00 0.18070920E+00 0.18070920E+00
 0.66000000E-01 0.18070790E+00 0.18070790E+00 0.18070790E+00 0.18070790E+00
 0.68000000E-01 0.18070665E+00 0.18070665E+00 0.18070665E+00 0.18070665E+00
 0.70000000E-01 0.18070551E+00 0.18070551E+00 0.18070551E+00 0.18070551E+00
 0.72000000E-01 0.18070427E+00 0.18070427E+00 0.18070427E+00 0.18070427E+00
 0.74000000E-01 0.18070301E+00 0.18070301E+00 0.18070301E+00 0.18070301E+00
 0.76000000E-01 0.18070166E+00 0.18070166E+00 0.18070166E+00 0.18070166E+00
 0.78000000E-01 0.18070034E+00 0.18070034E+00 0.18070034E+00 0.18070034E+00
 0.80000000E-01 0.18069892E+00 0.18069892E+00 0.18069892E+00 0.18069892E+00
 0.82000000E-01 0.18069742E+00 0.18069742E+00 0.18069742E+00 0.18069742E+00
 0.84000000E-01 0.18069597E+00 0.18069597E+00 0.18069597E+00 0.18069597E+00
 0.86000000E-01 0.18069447E+00 0.18069447E+00 0.18069447E+00 0.18069447E+00
 0.88000000E-01 0.18069308E+00 0.18069308E+00 0.18069308E+00 0.18069308E+00
 0.90000000E-01 0.18069156E+00 0.18069156E+00 0.18069156E+00 0.18069156E+00
 0.92000000E-01 0.18069012E+00 0.18069012E+00 0.18069012E+00 0.18069012E+00
 0.94000000E-01 0.18068825E+00 0.18068825E+00 0.18068825E+00 0.18068825E+00
 0.96000000E-01 0.18068644E+00 0.18068644E+00 0.18068644E+00 0.18068644E+00
 0.98000000E-01 0.18068463E+00 0.18068463E+00 0.18068463E+00 0.18068463E+00
 0.10000000E+00 0.18068297E+00 0.18068297E+00 0.18068297E+00 0.18068297E+00
 0.11000000E+00 0.18067373E+00 0.18067373E+00 0.18067373E+00 0.18067373E+00
 0.12000000E+00 0.18066366E+00 0.18066366E+00 0.18066366E+00 0.18066366E+00
 0.13000000E+00 0.18065250E+00 0.18065250E+00 0.18065250E+00 0.18065250E+00
 0.14000000E+00 0.18064014E+00 0.18064014E+00 0.18064014E+00 0.18064014E+00
 0.15000000E+00 0.18062815E+00 0.18062815E+00 0.18062815E+00 0.18062815E+00
 0.16000000E+00 0.18061403E+00 0.18061403E+00 0.18061403E+00 0.18061403E+00
 0.17000000E+00 0.18059935E+00 0.18059935E+00 0.18059935E+00 0.18059935E+00
 0.18000000E+00 0.18058396E+00 0.18058396E+00 0.18058396E+00 0.18058396E+00
 0.19000000E+00 0.18056742E+00 0.18056742E+00 0.18056742E+00 0.18056742E+00
