 0.10000000E-01 -.22236508E+01 -.23526530E+01 -.23533148E+01 -.23537848E+01 -.23540631E+01 -.23541494E+01 -.23540439E+01 -.23537464E+01 -.23532572E+01 -.23525763E+01
 0.12000000E-01 -.22190875E+01 -.23478515E+01 -.23485119E+01 -.23489810E+01 -.23492587E+01 -.23493449E+01 -.23492395E+01 -.23489427E+01 -.23484544E+01 -.23477749E+01
 0.14000000E-01 -.22136950E+01 -.23421774E+01 -.23428363E+01 -.23433043E+01 -.23435814E+01 -.23436673E+01 -.23435622E+01 -.23432661E+01 -.23427790E+01 -.23421011E+01
 0.16000000E-01 -.22074738E+01 -.23356314E+01 -.23362885E+01 -.23367552E+01 -.23370315E+01 -.23371173E+01 -.23370125E+01 -.23367171E+01 -.23362313E+01 -.23355552E+01
 0.18000000E-01 -.22004243E+01 -.23282138E+01 -.23288688E+01 -.23293341E+01 -.23296096E+01 -.23296951E+01 -.23295906E+01 -.23292961E+01 -.23288118E+01 -.23281378E+01
 0.20000000E-01 -.21925457E+01 -.23199238E+01 -.23205766E+01 -.23210403E+01 -.23213148E+01 -.23214000E+01 -.23212959E+01 -.23210025E+01 -.23205198E+01 -.23198482E+01
 0.22000000E-01 -.21838406E+01 -.23107641E+01 -.23114144E+01 -.23118764E+01 -.23121498E+01 -.23122347E+01 -.23121309E+01 -.23118386E+01 -.23113579E+01 -.23106887E+01
 0.24000000E-01 -.21743077E+01 -.23007335E+01 -.23013811E+01 -.23018411E+01 -.23021134E+01 -.23021979E+01 -.23020946E+01 -.23018035E+01 -.23013248E+01 -.23006585E+01
 0.26000000E-01 -.21639482E+01 -.22898331E+01 -.22904777E+01 -.22909356E+01 -.22912066E+01 -.22912907E+01 -.22911879E+01 -.22908982E+01 -.22904216E+01 -.22897584E+01
 0.28000000E-01 -.21527625E+01 -.22780633E+01 -.22787047E+01 -.22791603E+01 -.22794300E+01 -.22795137E+01 -.22794114E+01 -.22791231E+01 -.22786489E+01 -.22779890E+01
 0.30000000E-01 -.21407512E+01 -.22654249E+01 -.22660628E+01 -.22665160E+01 -.22667842E+01 -.22668675E+01 -.22667657E+01 -.22664790E+01 -.22660073E+01 -.22653509E+01
 0.32000000E-01 -.21279150E+01 -.22519185E+01 -.22525527E+01 -.22530033E+01 -.22532700E+01 -.22533528E+01 -.22532516E+01 -.22529665E+01 -.22524976E+01 -.22518450E+01
 0.34000000E-01 -.21142545E+01 -.22375448E+01 -.22381751E+01 -.22386229E+01 -.22388879E+01 -.22389702E+01 -.22388697E+01 -.22385863E+01 -.22381203E+01 -.22374717E+01
 0.36000000E-01 -.20997703E+01 -.22223043E+01 -.22229305E+01 -.22233753E+01 -.22236386E+01 -.22237203E+01 -.22236205E+01 -.22233390E+01 -.22228760E+01 -.22222317E+01
 0.38000000E-01 -.20844636E+01 -.22061983E+01 -.22068201E+01 -.22072618E+01 -.22075233E+01 -.22076044E+01 -.22075053E+01 -.22072258E+01 -.22067660E+01 -.22061262E+01
 0.40000000E-01 -.20683349E+01 -.21892275E+01 -.21898447E+01 -.21902831E+01 -.21905426E+01 -.21906232E+01 -.21905247E+01 -.21902473E+01 -.21897910E+01 -.21891559E+01
 0.42000000E-01 -.20513851E+01 -.21713927E+01 -.21720051E+01 -.21724400E+01 -.21726975E+01 -.21727775E+01 -.21726798E+01 -.21724045E+01 -.21719518E+01 -.21713217E+01
 0.44000000E-01 -.20336152E+01 -.21526950E+01 -.21533022E+01 -.21537336E+01 -.21539890E+01 -.21540682E+01 -.21539714E+01 -.21536984E+01 -.21532494E+01 -.21526246E+01
 0.46000000E-01 -.20150238E+01 -.21331330E+01 -.21337350E+01 -.21341626E+01 -.21344157E+01 -.21344943E+01 -.21343983E+01 -.21341277E+01 -.21336826E+01 -.21330632E+01
 0.48000000E-01 -.19956189E+01 -.21127148E+01 -.21133112E+01 -.21137349E+01 -.21139857E+01 -.21140636E+01 -.21139684E+01 -.21137003E+01 -.21132594E+01 -.21126457E+01
 0.50000000E-01 -.19753941E+01 -.20914340E+01 -.20920247E+01 -.20924443E+01 -.20926927E+01 -.20927698E+01 -.20926755E+01 -.20924100E+01 -.20919733E+01 -.20913656E+01
 0.52000000E-01 -.19543535E+01 -.20692949E+01 -.20698796E+01 -.20702949E+01 -.20705408E+01 -.20706171E+01 -.20705238E+01 -.20702610E+01 -.20698287E+01 -.20692271E+01
 0.54000000E-01 -.19324984E+01 -.20462987E+01 -.20468771E+01 -.20472880E+01 -.20475313E+01 -.20476068E+01 -.20475145E+01 -.20472545E+01 -.20468268E+01 -.20462316E+01
 0.56000000E-01 -.19098292E+01 -.20224459E+01 -.20230178E+01 -.20234242E+01 -.20236647E+01 -.20237393E+01 -.20236481E+01 -.20233910E+01 -.20229681E+01 -.20223795E+01
 0.58000000E-01 -.18863475E+01 -.19977382E+01 -.19983035E+01 -.19987051E+01 -.19989428E+01 -.19990166E+01 -.19989264E+01 -.19986723E+01 -.19982544E+01 -.19976727E+01
 0.60000000E-01 -.18620548E+01 -.19721772E+01 -.19727356E+01 -.19731322E+01 -.19733671E+01 -.19734399E+01 -.19733509E+01 -.19730999E+01 -.19726870E+01 -.19721124E+01
